Key	Value
YLR127C	CYTOPLASM
YLR129W	OTHER
YLR130C	OTHER
YLR131C	CYTOPLASM
YLR132C	CYTOPLASM
YLR133W	CYTOPLASM
YLR134W	OTHER
YLR135W	OTHER
YLR136C	CYTOPLASM
YLR138W	OTHER
YLR139C	OTHER
YLR141W	OTHER
YLR142W	OTHER
YLR143W	CYTOPLASM
YLR144C	CYTOPLASM
YLR146C	CYTOPLASM
YLR148W	OTHER
YLR149C	CYTOPLASM
YLR150W	CYTOPLASM
YLR153C	OTHER
YLR166C	OTHER
YLR172C	CYTOPLASM
YLR175W	OTHER
YLR176C	OTHER
YLR178C	CYTOPLASM
YLR179C	CYTOPLASM
YLR180W	CYTOPLASM
YLR181C	OTHER
YLR182W	OTHER
YLR183C	OTHER
YLR185W	CYTOPLASM
YLR186W	CYTOPLASM
YLR187W	CYTOPLASM
YLR188W	OTHER
YLR189C	CYTOPLASM
YLR190W	CYTOPLASM
YLR191W	OTHER
YLR192C	CYTOPLASM
YLR193C	OTHER
YLR194C	OTHER
YLR196W	OTHER
YLR197W	OTHER
YLR199C	CYTOPLASM
YLR200W	CYTOPLASM
YLR201C	OTHER
YLR203C	OTHER
YLR204W	OTHER
YLR206W	OTHER
YLR208W	OTHER
YLR210W	OTHER
YLR211C	CYTOPLASM
YLR212C	OTHER
YLR215C	CYTOPLASM
YLR216C	OTHER
YLR218C	CYTOPLASM
YLR219W	OTHER
YLR220W	OTHER
YLR221C	OTHER
YLR222C	OTHER
YLR223C	OTHER
YLR225C	CYTOPLASM
YLR226W	OTHER
YLR228C	CYTOPLASM
YLR231C	CYTOPLASM
YLR234W	OTHER
YLR237W	OTHER
YLR239C	OTHER
YLR240W	OTHER
YLR244C	OTHER
YLR245C	OTHER
YLR248W	CYTOPLASM
YLR249W	CYTOPLASM
YLR253W	OTHER
YLR254C	OTHER
YLR257W	CYTOPLASM
YLR258W	CYTOPLASM
YLR260W	CYTOPLASM
YLR262C	OTHER
YLR262C_A	OTHER
YLR263W	CYTOPLASM
YLR264W	CYTOPLASM
YLR265C	CYTOPLASM
YLR266C	CYTOPLASM
YLR268W	OTHER
YLR270W	CYTOPLASM
YLR271W	OTHER
YLR272C	OTHER
YLR275W	OTHER
YLR277C	OTHER
YLR281C	OTHER
YLR285W	OTHER
YLR287C	CYTOPLASM
YLR287C_A	CYTOPLASM
YLR289W	OTHER
YLR290C	OTHER
YLR292C	OTHER
YLR295C	OTHER
YLR299W	CYTOPLASM
YLR300W	OTHER
YLR301W	CYTOPLASM
YLR309C	CYTOPLASM
YLR310C	CYTOPLASM
YLR312W_A	OTHER
YLR313C	OTHER
YLR315W	OTHER
YLR316C	CYTOPLASM
YLR319C	OTHER
YLR321C	OTHER
YLR323C	OTHER
YLR324W	OTHER
YLR325C	CYTOPLASM
YLR327C	CYTOPLASM
YLR328W	CYTOPLASM
YLR332W	OTHER
YLR333C	CYTOPLASM
YLR335W	OTHER
YLR336C	OTHER
YLR344W	CYTOPLASM
YLR345W	CYTOPLASM
YLR346C	OTHER
YLR347C	CYTOPLASM
YLR348C	OTHER
YLR350W	OTHER
YLR351C	OTHER
YLR353W	OTHER
YLR354C	OTHER
YLR357W	OTHER
YLR360W	OTHER
YLR362W	CYTOPLASM
YLR363W_A	OTHER
YLR364W	CYTOPLASM
YLR367W	OTHER
YLR369W	OTHER
YLR370C	CYTOPLASM
YLR372W	OTHER
YLR373C	OTHER
YLR375W	OTHER
YLR376C	CYTOPLASM
YLR378C	OTHER
YLR380W	CYTOPLASM
YLR381W	OTHER
YLR382C	OTHER
YLR383W	CYTOPLASM
YLR384C	CYTOPLASM
YLR385C	OTHER
YLR386W	OTHER
YLR387C	CYTOPLASM
YLR388W	CYTOPLASM
YLR392C	CYTOPLASM
YLR393W	OTHER
YLR395C	OTHER
YLR396C	OTHER
YLR397C	CYTOPLASM
YLR398C	CYTOPLASM
YLR399C	OTHER
YLR401C	OTHER
YLR403W	OTHER
YLR409C	OTHER
YLR410W	OTHER
YLR413W	OTHER
YLR418C	OTHER
YLR420W	CYTOPLASM
YLR421C	OTHER
YLR424W	OTHER
YLR427W	CYTOPLASM
YLR429W	OTHER
YLR430W	OTHER
YLR432W	CYTOPLASM
YLR433C	CYTOPLASM
YLR435W	OTHER
YLR436C	CYTOPLASM
YLR438C_A	CYTOPLASM
YLR438W	CYTOPLASM
YLR440C	OTHER
YLR441C	CYTOPLASM
YLR442C	OTHER
YLR447C	OTHER
YLR449W	OTHER
YLR450W	OTHER
YLR451W	OTHER
YLR452C	CYTOPLASM
YLR453C	CYTOPLASM
YLR454W	CYTOPLASM
YLR455W	OTHER
YLR457C	OTHER
YML001W	CYTOPLASM
YML004C	CYTOPLASM
YML005W	OTHER
YML006C	CYTOPLASM
YML007C_A	OTHER
YML008C	OTHER
YML009C	OTHER
YML010W	OTHER
YML011C	OTHER
YML012W	OTHER
YML013W	OTHER
YML014W	CYTOPLASM
YML016C	OTHER
YML017W	CYTOPLASM
YML018C	OTHER
YML020W	CYTOPLASM
YML021C	OTHER
YML022W	CYTOPLASM
YML024W	CYTOPLASM
YML026C	CYTOPLASM
YML027W	OTHER
YML028W	CYTOPLASM
YML030W	OTHER
YML031W	OTHER
YML032C	OTHER
YML034W	OTHER
YML035C	CYTOPLASM
YML038C	OTHER
YML041C	OTHER
YML043C	OTHER
YML046W	OTHER
YML048W	OTHER
YML049C	OTHER
YML051W	OTHER
YML052W	OTHER
YML055W	OTHER
YML056C	CYTOPLASM
YML057W	CYTOPLASM
YML058W	CYTOPLASM
YML058W_A	CYTOPLASM
YML059C	OTHER
YML060W	OTHER
YML062C	OTHER
YML063W	CYTOPLASM
YML064C	OTHER
YML067C	OTHER
YML069W	OTHER
YML070W	CYTOPLASM
YML071C	OTHER
YML072C	OTHER
YML074C	OTHER
YML075C	OTHER
YML076C	OTHER
YML078W	OTHER
YML079W	CYTOPLASM
YML080W	OTHER
YML081C_A	OTHER
YML081W	OTHER
YML082W	CYTOPLASM
YML085C	OTHER
YML086C	OTHER
YML088W	CYTOPLASM
YML091C	OTHER
YML093W	OTHER
YML094W	CYTOPLASM
YML095C	CYTOPLASM
YML096W	CYTOPLASM
YML097C	CYTOPLASM
YML098W	CYTOPLASM
YML099C	OTHER
YML100W	CYTOPLASM
YML101C	OTHER
YML102W	OTHER
YML103C	OTHER
YML105C	CYTOPLASM
YML107C	OTHER
YML108W	OTHER
YML109W	CYTOPLASM
YML110C	OTHER
YML111W	OTHER
YML112W	CYTOPLASM
YML113W	OTHER
YML115C	OTHER
YML117W	CYTOPLASM
YML120C	OTHER
YML121W	OTHER
YML124C	OTHER
YML125C	OTHER
YML126C	OTHER
YML127W	OTHER
YML129C	OTHER
YML131W	CYTOPLASM
YMR001C	OTHER
YMR002W	CYTOPLASM
YMR003W	OTHER
YMR004W	OTHER
YMR009W	CYTOPLASM
YMR012W	CYTOPLASM
YMR014W	OTHER
YMR015C	OTHER
YMR016C	OTHER
YMR019W	OTHER
YMR022W	OTHER
YMR023C	OTHER
YMR024W	OTHER
YMR026C	OTHER
YMR027W	CYTOPLASM
YMR029C	CYTOPLASM
YMR030W	OTHER
YMR031C	OTHER
YMR032W	OTHER
YMR036C	CYTOPLASM
YMR037C	CYTOPLASM
YMR038C	CYTOPLASM
YMR039C	OTHER
YMR042W	OTHER
YMR043W	OTHER
YMR044W	OTHER
YMR047C	CYTOPLASM
YMR049C	CYTOPLASM
YMR052W	OTHER
YMR055C	OTHER
YMR056C	OTHER
YMR058W	OTHER
YMR059W	OTHER
YMR060C	OTHER
YMR061W	OTHER
YMR062C	OTHER
YMR064W	OTHER
YMR066W	OTHER
YMR069W	CYTOPLASM
YMR070W	OTHER
YMR071C	OTHER
YMR073C	CYTOPLASM
YMR074C	CYTOPLASM
YMR075W	OTHER
YMR076C	OTHER
YMR077C	OTHER
YMR078C	CYTOPLASM
YMR079W	CYTOPLASM
YMR080C	CYTOPLASM
YMR083W	OTHER
YMR086W	OTHER
YMR089C	OTHER
YMR091C	OTHER
YMR092C	OTHER
YMR093W	OTHER
YMR097C	OTHER
YMR098C	OTHER
YMR099C	CYTOPLASM
YMR104C	CYTOPLASM
YMR106C	OTHER
YMR108W	OTHER
YMR109W	OTHER
YMR111C	OTHER
YMR112C	OTHER
YMR113W	CYTOPLASM
YMR115W	OTHER
YMR117C	OTHER
YMR119W	OTHER
YMR120C	CYTOPLASM
YMR121C	OTHER
YMR122W_A	OTHER
YMR123W	OTHER
YMR124W	OTHER
YMR125W	OTHER
YMR127C	OTHER
YMR128W	OTHER
YMR129W	OTHER
YMR131C	OTHER
YMR132C	CYTOPLASM
YMR134W	OTHER
YMR135C	CYTOPLASM
YMR137C	CYTOPLASM
YMR138W	CYTOPLASM
YMR139W	CYTOPLASM
YMR140W	CYTOPLASM
YMR142C	CYTOPLASM
YMR144W	OTHER
YMR145C	OTHER
YMR149W	OTHER
YMR152W	OTHER
YMR153W	OTHER
YMR157C	OTHER
YMR159C	CYTOPLASM
YMR160W	OTHER
YMR162C	CYTOPLASM
YMR165C	CYTOPLASM
YMR166C	OTHER
YMR167W	CYTOPLASM
YMR168C	OTHER
YMR169C	CYTOPLASM
YMR170C	CYTOPLASM
YMR171C	OTHER
YMR172W	OTHER
YMR173W	CYTOPLASM
YMR174C	CYTOPLASM
YMR176W	CYTOPLASM
YMR177W	OTHER
YMR178W	CYTOPLASM
YMR179W	CYTOPLASM
YMR183C	OTHER
YMR184W	CYTOPLASM
YMR186W	CYTOPLASM
YMR192W	CYTOPLASM
YMR193W	OTHER
YMR194W	CYTOPLASM
YMR196W	CYTOPLASM
YMR198W	CYTOPLASM
YMR199W	CYTOPLASM
YMR200W	OTHER
YMR201C	OTHER
YMR204C	OTHER
YMR207C	OTHER
YMR208W	CYTOPLASM
YMR212C	OTHER
YMR215W	OTHER
YMR216C	CYTOPLASM
YMR218C	OTHER
YMR219W	OTHER
YMR220W	CYTOPLASM
YMR221C	OTHER
YMR223W	OTHER
YMR224C	OTHER
YMR225C	OTHER
YMR226C	CYTOPLASM
YMR227C	OTHER
YMR229C	OTHER
YMR230W	CYTOPLASM
YMR231W	OTHER
YMR232W	CYTOPLASM
YMR234W	CYTOPLASM
YMR235C	CYTOPLASM
YMR236W	OTHER
YMR237W	OTHER
YMR238W	OTHER
YMR239C	OTHER
YMR240C	OTHER
YMR241W	OTHER
YMR242C	CYTOPLASM
YMR243C	OTHER
YMR244C_A	CYTOPLASM
YMR246W	OTHER
YMR250W	CYTOPLASM
YMR252C	OTHER
YMR255W	CYTOPLASM
YMR256C	OTHER
YMR257C	OTHER
YMR258C	CYTOPLASM
YMR260C	CYTOPLASM
YMR261C	CYTOPLASM
YMR263W	OTHER
YMR264W	OTHER
YMR266W	OTHER
YMR268C	CYTOPLASM
YMR269W	OTHER
YMR270C	OTHER
YMR272C	OTHER
YMR275C	CYTOPLASM
YMR276W	CYTOPLASM
YMR277W	OTHER
YMR278W	CYTOPLASM
YMR281W	CYTOPLASM
YMR282C	OTHER
YMR284W	OTHER
YMR285C	CYTOPLASM
YMR286W	OTHER
YMR287C	OTHER
YMR288W	OTHER
YMR289W	CYTOPLASM
YMR291W	CYTOPLASM
YMR292W	OTHER
YMR293C	OTHER
YMR296C	OTHER
YMR297W	CYTOPLASM
YMR299C	OTHER
YMR300C	CYTOPLASM
YMR301C	OTHER
YMR302C	OTHER
YMR303C	CYTOPLASM
YMR304W	CYTOPLASM
YMR308C	CYTOPLASM
YMR309C	CYTOPLASM
YMR310C	OTHER
YMR313C	OTHER
YMR315W	CYTOPLASM
YMR318C	CYTOPLASM
YMR319C	OTHER
YNL001W	CYTOPLASM
YNL004W	OTHER
YNL005C	OTHER
YNL007C	CYTOPLASM
YNL008C	OTHER
YNL015W	CYTOPLASM
YNL016W	CYTOPLASM
YNL020C	OTHER
YNL021W	OTHER
YNL022C	OTHER
YNL025C	OTHER
YNL027W	CYTOPLASM
YNL030W	OTHER
YNL032W	CYTOPLASM
YNL035C	OTHER
YNL036W	CYTOPLASM
YNL037C	OTHER
YNL039W	OTHER
YNL040W	CYTOPLASM
YNL041C	OTHER
YNL042W	OTHER
YNL044W	OTHER
YNL045W	CYTOPLASM
YNL046W	OTHER
YNL048W	OTHER
YNL049C	OTHER
YNL051W	OTHER
YNL052W	OTHER
YNL053W	CYTOPLASM
YNL055C	OTHER
YNL056W	CYTOPLASM
YNL059C	OTHER
YNL061W	OTHER
YNL062C	OTHER
YNL064C	OTHER
YNL065W	OTHER
YNL066W	OTHER
YNL067W	CYTOPLASM
YNL068C	OTHER
YNL071W	OTHER
YNL072W	CYTOPLASM
YNL073W	OTHER
YNL074C	CYTOPLASM
YNL076W	CYTOPLASM
YNL077W	CYTOPLASM
YNL081C	OTHER
YNL083W	OTHER
YNL084C	OTHER
YNL085W	CYTOPLASM
YNL087W	OTHER
YNL088W	OTHER
YNL090W	CYTOPLASM
YNL091W	CYTOPLASM
YNL094W	CYTOPLASM
YNL095C	OTHER
YNL096C	CYTOPLASM
YNL097C	OTHER
YNL098C	CYTOPLASM
YNL102W	OTHER
YNL103W	OTHER
YNL104C	OTHER
YNL106C	OTHER
YNL108C	CYTOPLASM
YNL111C	OTHER
YNL112W	CYTOPLASM
YNL113W	OTHER
YNL116W	CYTOPLASM
YNL118C	CYTOPLASM
YNL119W	CYTOPLASM
YNL121C	OTHER
YNL122C	OTHER
YNL123W	OTHER
YNL124W	OTHER
YNL125C	OTHER
YNL126W	OTHER
YNL127W	CYTOPLASM
YNL132W	OTHER
YNL133C	OTHER
YNL134C	CYTOPLASM
YNL135C	CYTOPLASM
YNL136W	OTHER
YNL137C	OTHER
YNL138W	CYTOPLASM
YNL139C	OTHER
YNL141W	CYTOPLASM
YNL142W	OTHER
YNL143C	CYTOPLASM
YNL146W	OTHER
YNL147W	CYTOPLASM
YNL148C	CYTOPLASM
YNL149C	OTHER
YNL152W	CYTOPLASM
YNL153C	CYTOPLASM
YNL154C	OTHER
YNL155W	CYTOPLASM
YNL156C	OTHER
YNL157W	OTHER
YNL158W	OTHER
YNL162W	CYTOPLASM
YNL162W_A	CYTOPLASM
YNL163C	CYTOPLASM
YNL164C	CYTOPLASM
YNL166C	OTHER
YNL167C	OTHER
YNL168C	OTHER
YNL169C	OTHER
YNL172W	CYTOPLASM
YNL173C	OTHER
YNL175C	OTHER
YNL176C	CYTOPLASM
YNL177C	OTHER
YNL180C	OTHER
YNL183C	CYTOPLASM
YNL185C	OTHER
YNL186W	OTHER
YNL189W	OTHER
YNL191W	CYTOPLASM
YNL194C	OTHER
YNL197C	CYTOPLASM
YNL198C	OTHER
YNL200C	CYTOPLASM
YNL201C	OTHER
YNL206C	OTHER
YNL207W	CYTOPLASM
YNL209W	CYTOPLASM
YNL211C	OTHER
YNL213C	OTHER
YNL214W	OTHER
YNL216W	OTHER
YNL218W	OTHER
YNL219C	OTHER
YNL220W	CYTOPLASM
YNL221C	CYTOPLASM
YNL224C	CYTOPLASM
YNL225C	OTHER
YNL227C	CYTOPLASM
YNL229C	CYTOPLASM
YNL231C	OTHER
YNL232W	OTHER
YNL233W	OTHER
YNL236W	CYTOPLASM
YNL238W	OTHER
YNL239W	OTHER
YNL241C	CYTOPLASM
YNL242W	CYTOPLASM
YNL243W	OTHER
YNL245C	OTHER
YNL246W	OTHER
YNL250W	OTHER
YNL251C	OTHER
YNL254C	CYTOPLASM
YNL255C	CYTOPLASM
YNL256W	OTHER
YNL257C	CYTOPLASM
YNL258C	OTHER
YNL259C	CYTOPLASM
YNL261W	CYTOPLASM
YNL262W	OTHER
YNL264C	CYTOPLASM
YNL265C	OTHER
YNL267W	CYTOPLASM
YNL268W	OTHER
YNL271C	OTHER
YNL272C	OTHER
YNL274C	CYTOPLASM
YNL277W	CYTOPLASM
YNL278W	CYTOPLASM
YNL280C	OTHER
YNL281W	CYTOPLASM
YNL282W	OTHER
YNL283C	OTHER
YNL284C	OTHER
YNL286W	OTHER
YNL287W	OTHER
YNL288W	CYTOPLASM
YNL290W	OTHER
YNL293W	CYTOPLASM
YNL297C	OTHER
YNL298W	OTHER
YNL301C	CYTOPLASM
YNL302C	CYTOPLASM
YNL304W	CYTOPLASM
YNL306W	OTHER
YNL307C	CYTOPLASM
YNL308C	OTHER
YNL309W	OTHER
YNL310C	OTHER
YNL311C	CYTOPLASM
YNL312W	OTHER
YNL313C	CYTOPLASM
YNL316C	CYTOPLASM
YNL317W	OTHER
YNL322C	OTHER
YNL323W	OTHER
YNL325C	OTHER
YNL327W	OTHER
YNL328C	OTHER
YNL329C	OTHER
YNL330C	OTHER
YNR001C	OTHER
YNR004W	OTHER
YNR006W	OTHER
YNR009W	OTHER
YNR010W	OTHER
YNR011C	OTHER
YNR012W	CYTOPLASM
YNR013C	OTHER
YNR014W	CYTOPLASM
YNR015W	OTHER
YNR016C	OTHER
YNR017W	OTHER
YNR019W	OTHER
YNR021W	OTHER
YNR024W	OTHER
YNR026C	OTHER
YNR028W	OTHER
YNR029C	CYTOPLASM
YNR030W	OTHER
YNR031C	CYTOPLASM
YNR032W	CYTOPLASM
YNR033W	CYTOPLASM
YNR034W_A	CYTOPLASM
YNR035C	OTHER
YNR038W	OTHER
YNR040W	OTHER
YNR041C	OTHER
YNR043W	CYTOPLASM
YNR044W	OTHER
YNR045W	OTHER
YNR046W	CYTOPLASM
YNR047W	CYTOPLASM
YNR048W	CYTOPLASM
YNR049C	OTHER
YNR050C	CYTOPLASM
YNR051C	CYTOPLASM
YNR052C	CYTOPLASM
YNR053C	OTHER
YNR055C	OTHER
YNR056C	OTHER
YNR075W	OTHER
YOL001W	CYTOPLASM
YOL005C	OTHER
YOL006C	OTHER
YOL010W	OTHER
YOL011W	OTHER
YOL012C	OTHER
YOL013C	OTHER
YOL016C	CYTOPLASM
YOL017W	CYTOPLASM
YOL019W	OTHER
YOL020W	OTHER
YOL021C	CYTOPLASM
YOL022C	CYTOPLASM
YOL023W	OTHER
YOL027C	OTHER
YOL028C	OTHER
YOL030W	OTHER
YOL031C	CYTOPLASM
YOL032W	OTHER
YOL033W	OTHER
YOL034W	OTHER
YOL038W	OTHER
YOL039W	CYTOPLASM
YOL041C	OTHER
YOL042W	OTHER
YOL044W	OTHER
YOL049W	CYTOPLASM
YOL051W	OTHER
YOL052C	CYTOPLASM
YOL052C_A	CYTOPLASM
YOL054W	OTHER
YOL055C	CYTOPLASM
YOL056W	CYTOPLASM
YOL057W	CYTOPLASM
YOL058W	CYTOPLASM
YOL059W	CYTOPLASM
YOL060C	OTHER
YOL061W	CYTOPLASM
YOL062C	OTHER
YOL066C	CYTOPLASM
YOL067C	CYTOPLASM
YOL068C	OTHER
YOL069W	OTHER
YOL070C	OTHER
YOL071W	OTHER
YOL072W	OTHER
YOL076W	CYTOPLASM
YOL077C	OTHER
YOL077W_A	OTHER
YOL080C	OTHER
YOL081W	CYTOPLASM
YOL084W	OTHER
YOL088C	OTHER
YOL089C	OTHER
YOL090W	OTHER
YOL092W	OTHER
YOL093W	OTHER
YOL096C	OTHER
YOL097C	CYTOPLASM
YOL098C	CYTOPLASM
YOL100W	OTHER
YOL103W	OTHER
YOL105C	OTHER
YOL107W	OTHER
YOL108C	CYTOPLASM
YOL111C	CYTOPLASM
YOL112W	OTHER
YOL113W	CYTOPLASM
YOL115W	OTHER
YOL116W	OTHER
YOL117W	CYTOPLASM
YOL121C	CYTOPLASM
YOL123W	OTHER
YOL124C	CYTOPLASM
YOL125W	CYTOPLASM
YOL126C	OTHER
YOL129W	OTHER
YOL133W	CYTOPLASM
YOL134C	CYTOPLASM
YOL135C	OTHER
YOL136C	CYTOPLASM
YOL137W	OTHER
YOL138C	OTHER
YOL139C	CYTOPLASM
YOL140W	OTHER
YOL141W	OTHER
YOL143C	CYTOPLASM
YOL144W	OTHER
YOL145C	OTHER
YOL147C	OTHER
YOL148C	OTHER
YOL151W	CYTOPLASM
YOL154W	CYTOPLASM
YOL159C_A	CYTOPLASM
YOR001W	OTHER
YOR002W	OTHER
YOR004W	OTHER
YOR007C	CYTOPLASM
YOR008C	OTHER
YOR014W	CYTOPLASM
YOR016C	OTHER
YOR017W	OTHER
YOR018W	CYTOPLASM
YOR022C	OTHER
YOR023C	CYTOPLASM
YOR026W	CYTOPLASM
YOR027W	CYTOPLASM
YOR028C	OTHER
YOR033C	CYTOPLASM
YOR035C	CYTOPLASM
YOR037W	OTHER
YOR039W	OTHER
YOR040W	OTHER
YOR042W	OTHER
YOR043W	OTHER
YOR044W	OTHER
YOR045W	OTHER
YOR048C	OTHER
YOR052C	OTHER
YOR056C	OTHER
YOR057W	CYTOPLASM
YOR058C	OTHER
YOR060C	OTHER
YOR061W	OTHER
YOR062C	CYTOPLASM
YOR063W	CYTOPLASM
YOR064C	OTHER
YOR065W	OTHER
YOR070C	CYTOPLASM
YOR073W	OTHER
YOR074C	OTHER
YOR075W	OTHER
YOR076C	CYTOPLASM
YOR077W	OTHER
YOR078W	OTHER
YOR081C	OTHER
YOR083W	OTHER
YOR084W	CYTOPLASM
YOR086C	OTHER
YOR087W	OTHER
YOR089C	CYTOPLASM
YOR091W	CYTOPLASM
YOR092W	OTHER
YOR094W	OTHER
YOR095C	CYTOPLASM
YOR098C	OTHER
YOR101W	CYTOPLASM
YOR104W	OTHER
YOR107W	OTHER
YOR108W	OTHER
YOR109W	OTHER
YOR110W	OTHER
YOR112W	OTHER
YOR113W	OTHER
YOR115C	OTHER
YOR116C	OTHER
YOR117W	OTHER
YOR118W	CYTOPLASM
YOR122C	CYTOPLASM
YOR123C	OTHER
YOR124C	CYTOPLASM
YOR127W	CYTOPLASM
YOR128C	CYTOPLASM
YOR129C	CYTOPLASM
YOR131C	CYTOPLASM
YOR132W	OTHER
YOR133W	CYTOPLASM
YOR136W	OTHER
YOR138C	OTHER
YOR140W	OTHER
YOR141C	CYTOPLASM
YOR142W	OTHER
YOR143C	CYTOPLASM
YOR144C	OTHER
YOR147W	OTHER
YOR148C	CYTOPLASM
YOR150W	OTHER
YOR151C	OTHER
YOR152C	CYTOPLASM
YOR153W	OTHER
YOR154W	CYTOPLASM
YOR156C	CYTOPLASM
YOR157C	CYTOPLASM
YOR160W	OTHER
YOR161C	OTHER
YOR162C	OTHER
YOR163W	CYTOPLASM
YOR164C	CYTOPLASM
YOR165W	OTHER
YOR167C	CYTOPLASM
YOR168W	CYTOPLASM
YOR171C	CYTOPLASM
YOR172W	OTHER
YOR173W	CYTOPLASM
YOR174W	OTHER
YOR175C	OTHER
YOR176W	OTHER
YOR179C	OTHER
YOR181W	OTHER
YOR182C	CYTOPLASM
YOR184W	CYTOPLASM
YOR185C	CYTOPLASM
YOR189W	OTHER
YOR193W	OTHER
YOR195W	OTHER
YOR196C	OTHER
YOR197W	CYTOPLASM
YOR198C	OTHER
YOR201C	OTHER
YOR205C	OTHER
YOR206W	OTHER
YOR208W	OTHER
YOR209C	CYTOPLASM
YOR210W	OTHER
YOR212W	OTHER
YOR213C	CYTOPLASM
YOR216C	OTHER
YOR217W	OTHER
YOR220W	CYTOPLASM
YOR221C	OTHER
YOR224C	OTHER
YOR226C	OTHER
YOR227W	CYTOPLASM
YOR229W	OTHER
YOR230W	OTHER
YOR231W	OTHER
YOR233W	OTHER
YOR234C	CYTOPLASM
YOR236W	OTHER
YOR238W	CYTOPLASM
YOR239W	CYTOPLASM
YOR241W	OTHER
YOR243C	OTHER
YOR244W	CYTOPLASM
YOR245C	OTHER
YOR246C	OTHER
YOR247W	OTHER
YOR249C	OTHER
YOR252W	OTHER
YOR253W	CYTOPLASM
YOR254C	OTHER
YOR258W	CYTOPLASM
YOR259C	OTHER
YOR260W	CYTOPLASM
YOR261C	CYTOPLASM
YOR262W	CYTOPLASM
YOR264W	OTHER
YOR265W	OTHER
YOR266W	OTHER
YOR267C	CYTOPLASM
YOR269W	CYTOPLASM
YOR270C	OTHER
YOR272W	OTHER
YOR273C	OTHER
YOR274W	CYTOPLASM
YOR275C	OTHER
YOR276W	CYTOPLASM
YOR281C	CYTOPLASM
YOR284W	OTHER
YOR286W	OTHER
YOR289W	CYTOPLASM
YOR290C	OTHER
YOR291W	OTHER
YOR292C	CYTOPLASM
YOR293W	OTHER
YOR296W	CYTOPLASM
YOR297C	OTHER
YOR298C_A	CYTOPLASM
YOR299W	OTHER
YOR302W	CYTOPLASM
YOR303W	CYTOPLASM
YOR304C_A	OTHER
YOR304W	OTHER
YOR305W	OTHER
YOR307C	OTHER
YOR308C	OTHER
YOR315W	CYTOPLASM
YOR316C	OTHER
YOR317W	OTHER
YOR319W	OTHER
YOR321W	OTHER
YOR322C	OTHER
YOR323C	CYTOPLASM
YOR324C	CYTOPLASM
YOR326W	CYTOPLASM
YOR327C	OTHER
YOR329C	OTHER
YOR330C	OTHER
YOR332W	OTHER
YOR334W	OTHER
YOR335C	CYTOPLASM
YOR336W	CYTOPLASM
YOR337W	OTHER
YOR340C	OTHER
YOR341W	OTHER
YOR347C	CYTOPLASM
YOR350C	OTHER
YOR352W	CYTOPLASM
YOR353C	CYTOPLASM
YOR354C	OTHER
YOR355W	OTHER
YOR356W	OTHER
YOR357C	OTHER
YOR358W	OTHER
YOR359W	CYTOPLASM
YOR360C	CYTOPLASM
YOR361C	CYTOPLASM
YOR362C	CYTOPLASM
YOR363C	CYTOPLASM
YOR367W	CYTOPLASM
YOR370C	CYTOPLASM
YOR371C	CYTOPLASM
YOR372C	OTHER
YOR373W	OTHER
YOR374W	OTHER
YOR375C	CYTOPLASM
YOR377W	OTHER
YOR385W	CYTOPLASM
YOR386W	OTHER
YPL004C	OTHER
YPL005W	OTHER
YPL007C	CYTOPLASM
YPL009C	CYTOPLASM
YPL010W	OTHER
YPL011C	OTHER
YPL012W	OTHER
YPL013C	OTHER
YPL014W	CYTOPLASM
YPL016W	OTHER
YPL017C	CYTOPLASM
YPL018W	OTHER
YPL020C	OTHER
YPL022W	OTHER
YPL024W	OTHER
YPL026C	CYTOPLASM
YPL028W	OTHER
YPL029W	OTHER
YPL030W	CYTOPLASM
YPL031C	CYTOPLASM
YPL032C	CYTOPLASM
YPL037C	CYTOPLASM
YPL038W	CYTOPLASM
YPL040C	OTHER
YPL043W	OTHER
YPL046C	OTHER
YPL047W	OTHER
YPL049C	OTHER
YPL050C	OTHER
YPL051W	OTHER
YPL053C	OTHER
YPL055C	OTHER
YPL058C	OTHER
YPL059W	OTHER
YPL060W	OTHER
YPL061W	CYTOPLASM
YPL063W	OTHER
YPL064C	OTHER
YPL066W	CYTOPLASM
YPL067C	CYTOPLASM
YPL068C	CYTOPLASM
YPL069C	OTHER
YPL070W	CYTOPLASM
YPL071C	CYTOPLASM
YPL074W	CYTOPLASM
YPL075W	CYTOPLASM
YPL076W	OTHER
YPL078C	OTHER
YPL079W	CYTOPLASM
YPL081W	CYTOPLASM
YPL082C	OTHER
YPL083C	CYTOPLASM
YPL084W	OTHER
YPL085W	OTHER
YPL086C	CYTOPLASM
YPL089C	CYTOPLASM
YPL090C	CYTOPLASM
YPL093W	OTHER
YPL094C	OTHER
YPL097W	OTHER
YPL104W	OTHER
YPL106C	CYTOPLASM
YPL107W	OTHER
YPL109C	OTHER
YPL110C	CYTOPLASM
YPL111W	CYTOPLASM
YPL112C	OTHER
YPL115C	OTHER
YPL116W	CYTOPLASM
YPL117C	CYTOPLASM
YPL118W	OTHER
YPL119C	CYTOPLASM
YPL120W	OTHER
YPL122C	OTHER
YPL124W	OTHER
YPL125W	OTHER
YPL126W	OTHER
YPL127C	OTHER
YPL128C	OTHER
YPL131W	CYTOPLASM
YPL133C	OTHER
YPL134C	OTHER
YPL135W	OTHER
YPL137C	CYTOPLASM
YPL138C	OTHER
YPL139C	OTHER
YPL140C	CYTOPLASM
YPL141C	CYTOPLASM
