Key	Value
YGL011C	CYTOPLASM
YGL012W	OTHER
YGL013C	OTHER
YGL014W	CYTOPLASM
YGL016W	OTHER
YGL017W	CYTOPLASM
YGL018C	OTHER
YGL019W	OTHER
YGL020C	OTHER
YGL022W	OTHER
YGL025C	OTHER
YGL026C	CYTOPLASM
YGL028C	CYTOPLASM
YGL029W	OTHER
YGL031C	CYTOPLASM
YGL035C	OTHER
YGL037C	CYTOPLASM
YGL038C	OTHER
YGL039W	CYTOPLASM
YGL040C	CYTOPLASM
YGL043W	OTHER
YGL046W	CYTOPLASM
YGL047W	OTHER
YGL048C	OTHER
YGL049C	CYTOPLASM
YGL054C	OTHER
YGL055W	OTHER
YGL056C	CYTOPLASM
YGL058W	OTHER
YGL059W	CYTOPLASM
YGL060W	CYTOPLASM
YGL061C	OTHER
YGL062W	CYTOPLASM
YGL064C	OTHER
YGL065C	OTHER
YGL066W	OTHER
YGL067W	CYTOPLASM
YGL068W	OTHER
YGL070C	OTHER
YGL071W	OTHER
YGL073W	OTHER
YGL075C	OTHER
YGL077C	OTHER
YGL078C	OTHER
YGL079W	OTHER
YGL080W	OTHER
YGL082W	CYTOPLASM
YGL083W	OTHER
YGL084C	OTHER
YGL085W	OTHER
YGL086W	OTHER
YGL087C	CYTOPLASM
YGL090W	CYTOPLASM
YGL091C	CYTOPLASM
YGL092W	OTHER
YGL093W	OTHER
YGL094C	CYTOPLASM
YGL095C	OTHER
YGL097W	OTHER
YGL098W	OTHER
YGL099W	CYTOPLASM
YGL101W	CYTOPLASM
YGL105W	CYTOPLASM
YGL107C	OTHER
YGL108C	OTHER
YGL110C	CYTOPLASM
YGL111W	OTHER
YGL112C	OTHER
YGL113W	OTHER
YGL115W	CYTOPLASM
YGL119W	OTHER
YGL120C	CYTOPLASM
YGL122C	OTHER
YGL124C	OTHER
YGL125W	CYTOPLASM
YGL127C	OTHER
YGL128C	CYTOPLASM
YGL129C	OTHER
YGL130W	OTHER
YGL131C	OTHER
YGL135W	CYTOPLASM
YGL137W	OTHER
YGL139W	OTHER
YGL143C	OTHER
YGL145W	OTHER
YGL148W	CYTOPLASM
YGL150C	CYTOPLASM
YGL151W	OTHER
YGL153W	OTHER
YGL155W	CYTOPLASM
YGL156W	OTHER
YGL157W	CYTOPLASM
YGL161C	OTHER
YGL162W	OTHER
YGL163C	OTHER
YGL164C	CYTOPLASM
YGL167C	OTHER
YGL169W	CYTOPLASM
YGL172W	OTHER
YGL173C	CYTOPLASM
YGL174W	OTHER
YGL175C	CYTOPLASM
YGL180W	CYTOPLASM
YGL181W	OTHER
YGL184C	CYTOPLASM
YGL185C	CYTOPLASM
YGL187C	OTHER
YGL189C	CYTOPLASM
YGL190C	CYTOPLASM
YGL194C	OTHER
YGL195W	CYTOPLASM
YGL197W	CYTOPLASM
YGL201C	OTHER
YGL202W	CYTOPLASM
YGL203C	OTHER
YGL207W	OTHER
YGL209W	OTHER
YGL210W	CYTOPLASM
YGL211W	OTHER
YGL212W	OTHER
YGL213C	CYTOPLASM
YGL216W	CYTOPLASM
YGL219C	OTHER
YGL220W	CYTOPLASM
YGL221C	OTHER
YGL222C	CYTOPLASM
YGL225W	OTHER
YGL226C_A	OTHER
YGL226W	OTHER
YGL227W	CYTOPLASM
YGL229C	CYTOPLASM
YGL231C	OTHER
YGL232W	OTHER
YGL234W	CYTOPLASM
YGL237C	OTHER
YGL238W	OTHER
YGL240W	CYTOPLASM
YGL241W	CYTOPLASM
YGL244W	OTHER
YGL245W	CYTOPLASM
YGL246C	OTHER
YGL247W	OTHER
YGL249W	CYTOPLASM
YGL250W	CYTOPLASM
YGL252C	CYTOPLASM
YGL253W	CYTOPLASM
YGL255W	OTHER
YGL256W	OTHER
YGR001C	CYTOPLASM
YGR002C	OTHER
YGR003W	CYTOPLASM
YGR004W	CYTOPLASM
YGR007W	CYTOPLASM
YGR008C	CYTOPLASM
YGR012W	OTHER
YGR013W	OTHER
YGR015C	OTHER
YGR017W	OTHER
YGR019W	CYTOPLASM
YGR020C	OTHER
YGR021W	OTHER
YGR026W	OTHER
YGR028W	OTHER
YGR030C	OTHER
YGR031W	OTHER
YGR034W	CYTOPLASM
YGR037C	CYTOPLASM
YGR038W	OTHER
YGR041W	OTHER
YGR042W	CYTOPLASM
YGR043C	OTHER
YGR044C	CYTOPLASM
YGR046W	OTHER
YGR047C	OTHER
YGR048W	OTHER
YGR049W	OTHER
YGR052W	CYTOPLASM
YGR055W	OTHER
YGR058W	OTHER
YGR060W	OTHER
YGR061C	CYTOPLASM
YGR062C	OTHER
YGR063C	OTHER
YGR065C	OTHER
YGR068C	CYTOPLASM
YGR071C	OTHER
YGR072W	CYTOPLASM
YGR075C	OTHER
YGR076C	OTHER
YGR078C	CYTOPLASM
YGR080W	OTHER
YGR081C	OTHER
YGR082W	OTHER
YGR083C	CYTOPLASM
YGR084C	OTHER
YGR085C	CYTOPLASM
YGR086C	OTHER
YGR088W	CYTOPLASM
YGR089W	CYTOPLASM
YGR090W	OTHER
YGR092W	OTHER
YGR093W	OTHER
YGR094W	CYTOPLASM
YGR095C	OTHER
YGR097W	CYTOPLASM
YGR100W	CYTOPLASM
YGR102C	OTHER
YGR103W	OTHER
YGR104C	OTHER
YGR105W	OTHER
YGR106C	OTHER
YGR108W	OTHER
YGR111W	CYTOPLASM
YGR112W	OTHER
YGR116W	OTHER
YGR117C	CYTOPLASM
YGR118W	OTHER
YGR119C	OTHER
YGR120C	OTHER
YGR122W	CYTOPLASM
YGR123C	CYTOPLASM
YGR124W	CYTOPLASM
YGR128C	OTHER
YGR129W	OTHER
YGR130C	OTHER
YGR132C	OTHER
YGR133W	OTHER
YGR134W	CYTOPLASM
YGR135W	OTHER
YGR138C	OTHER
YGR140W	OTHER
YGR142W	CYTOPLASM
YGR147C	OTHER
YGR148C	CYTOPLASM
YGR149W	OTHER
YGR150C	OTHER
YGR151C	CYTOPLASM
YGR155W	CYTOPLASM
YGR156W	OTHER
YGR157W	OTHER
YGR158C	OTHER
YGR159C	OTHER
YGR161C	CYTOPLASM
YGR162W	CYTOPLASM
YGR163W	OTHER
YGR165W	OTHER
YGR167W	OTHER
YGR171C	OTHER
YGR173W	CYTOPLASM
YGR174C	OTHER
YGR175C	OTHER
YGR177C	OTHER
YGR178C	CYTOPLASM
YGR179C	OTHER
YGR180C	OTHER
YGR185C	CYTOPLASM
YGR186W	OTHER
YGR187C	CYTOPLASM
YGR188C	CYTOPLASM
YGR189C	CYTOPLASM
YGR191W	OTHER
YGR192C	OTHER
YGR193C	OTHER
YGR194C	CYTOPLASM
YGR195W	OTHER
YGR198W	OTHER
YGR200C	CYTOPLASM
YGR203W	CYTOPLASM
YGR204W	CYTOPLASM
YGR205W	CYTOPLASM
YGR206W	OTHER
YGR207C	OTHER
YGR209C	CYTOPLASM
YGR211W	CYTOPLASM
YGR214W	CYTOPLASM
YGR215W	OTHER
YGR217W	CYTOPLASM
YGR218W	OTHER
YGR219W	OTHER
YGR220C	OTHER
YGR222W	OTHER
YGR229C	OTHER
YGR231C	OTHER
YGR233C	OTHER
YGR234W	CYTOPLASM
YGR237C	OTHER
YGR238C	OTHER
YGR240C	CYTOPLASM
YGR241C	CYTOPLASM
YGR243W	OTHER
YGR244C	OTHER
YGR248W	CYTOPLASM
YGR250C	CYTOPLASM
YGR251W	OTHER
YGR252W	OTHER
YGR253C	OTHER
YGR254W	CYTOPLASM
YGR255C	OTHER
YGR256W	CYTOPLASM
YGR257C	OTHER
YGR258C	OTHER
YGR260W	OTHER
YGR261C	OTHER
YGR262C	OTHER
YGR263C	OTHER
YGR264C	CYTOPLASM
YGR266W	OTHER
YGR267C	CYTOPLASM
YGR268C	CYTOPLASM
YGR269W	CYTOPLASM
YGR270W	OTHER
YHL007C	CYTOPLASM
YHL009C	CYTOPLASM
YHL010C	OTHER
YHL013C	CYTOPLASM
YHL014C	OTHER
YHL017W	OTHER
YHL019C	OTHER
YHL020C	OTHER
YHL021C	OTHER
YHL025W	OTHER
YHL027W	OTHER
YHL029C	CYTOPLASM
YHL030W	CYTOPLASM
YHL033C	CYTOPLASM
YHL034C	CYTOPLASM
YHL038C	OTHER
YHL039W	CYTOPLASM
YHL040C	OTHER
YHR001W_A	OTHER
YHR003C	OTHER
YHR005C	OTHER
YHR006W	CYTOPLASM
YHR007C	OTHER
YHR009C	CYTOPLASM
YHR010W	OTHER
YHR011W	OTHER
YHR015W	CYTOPLASM
YHR018C	CYTOPLASM
YHR021C	CYTOPLASM
YHR023W	CYTOPLASM
YHR024C	OTHER
YHR026W	OTHER
YHR027C	OTHER
YHR030C	CYTOPLASM
YHR031C	OTHER
YHR036W	OTHER
YHR037W	OTHER
YHR039C	OTHER
YHR040W	OTHER
YHR041C	CYTOPLASM
YHR042W	OTHER
YHR043C	OTHER
YHR046C	CYTOPLASM
YHR047C	CYTOPLASM
YHR051W	OTHER
YHR052W	OTHER
YHR053C	CYTOPLASM
YHR055C	CYTOPLASM
YHR057C	OTHER
YHR058C	OTHER
YHR059W	OTHER
YHR060W	OTHER
YHR061C	OTHER
YHR062C	OTHER
YHR063C	OTHER
YHR064C	CYTOPLASM
YHR066W	OTHER
YHR067W	OTHER
YHR068W	CYTOPLASM
YHR069C	OTHER
YHR070W	CYTOPLASM
YHR072W	OTHER
YHR072W_A	OTHER
YHR073W	CYTOPLASM
YHR074W	CYTOPLASM
YHR077C	CYTOPLASM
YHR079C	OTHER
YHR082C	CYTOPLASM
YHR083W	OTHER
YHR084W	OTHER
YHR085W	OTHER
YHR086W	OTHER
YHR087W	CYTOPLASM
YHR089C	OTHER
YHR090C	OTHER
YHR097C	CYTOPLASM
YHR098C	OTHER
YHR101C	OTHER
YHR102W	CYTOPLASM
YHR103W	CYTOPLASM
YHR104W	CYTOPLASM
YHR105W	OTHER
YHR106W	OTHER
YHR107C	OTHER
YHR108W	OTHER
YHR110W	OTHER
YHR111W	CYTOPLASM
YHR112C	CYTOPLASM
YHR113W	CYTOPLASM
YHR114W	CYTOPLASM
YHR116W	CYTOPLASM
YHR117W	OTHER
YHR118C	OTHER
YHR119W	CYTOPLASM
YHR120W	OTHER
YHR121W	OTHER
YHR127W	OTHER
YHR131C	CYTOPLASM
YHR132C	CYTOPLASM
YHR132W_A	CYTOPLASM
YHR133C	OTHER
YHR135C	CYTOPLASM
YHR136C	OTHER
YHR137W	CYTOPLASM
YHR141C	CYTOPLASM
YHR143W_A	CYTOPLASM
YHR147C	OTHER
YHR154W	CYTOPLASM
YHR155W	CYTOPLASM
YHR156C	OTHER
YHR158C	OTHER
YHR159W	CYTOPLASM
YHR161C	OTHER
YHR162W	OTHER
YHR163W	CYTOPLASM
YHR164C	CYTOPLASM
YHR165C	OTHER
YHR166C	CYTOPLASM
YHR167W	OTHER
YHR169W	OTHER
YHR170W	CYTOPLASM
YHR172W	OTHER
YHR174W	CYTOPLASM
YHR175W	OTHER
YHR178W	OTHER
YHR179W	CYTOPLASM
YHR181W	OTHER
YHR182W	CYTOPLASM
YHR183W	CYTOPLASM
YHR186C	OTHER
YHR187W	CYTOPLASM
YHR189W	OTHER
YHR190W	OTHER
YHR192W	CYTOPLASM
YHR193C	CYTOPLASM
YHR195W	OTHER
YHR196W	OTHER
YHR197W	OTHER
YHR199C	OTHER
YHR200W	OTHER
YHR201C	OTHER
YHR202W	CYTOPLASM
YHR203C	CYTOPLASM
YHR204W	CYTOPLASM
YHR205W	CYTOPLASM
YHR206W	OTHER
YHR207C	CYTOPLASM
YHR215W	OTHER
YHR216W	CYTOPLASM
YIL001W	CYTOPLASM
YIL002C	CYTOPLASM
YIL004C	OTHER
YIL007C	CYTOPLASM
YIL008W	CYTOPLASM
YIL009W	OTHER
YIL010W	OTHER
YIL015W	CYTOPLASM
YIL016W	OTHER
YIL017C	CYTOPLASM
YIL019W	CYTOPLASM
YIL020C	CYTOPLASM
YIL022W	OTHER
YIL026C	OTHER
YIL027C	OTHER
YIL031W	CYTOPLASM
YIL034C	OTHER
YIL035C	OTHER
YIL036W	OTHER
YIL038C	CYTOPLASM
YIL039W	CYTOPLASM
YIL040W	OTHER
YIL041W	OTHER
YIL042C	OTHER
YIL043C	OTHER
YIL044C	OTHER
YIL045W	OTHER
YIL046W	CYTOPLASM
YIL047C	OTHER
YIL048W	OTHER
YIL050W	CYTOPLASM
YIL051C	OTHER
YIL052C	CYTOPLASM
YIL053W	CYTOPLASM
YIL055C	CYTOPLASM
YIL056W	CYTOPLASM
YIL057C	CYTOPLASM
YIL061C	CYTOPLASM
YIL062C	OTHER
YIL064W	CYTOPLASM
YIL065C	CYTOPLASM
YIL066C	CYTOPLASM
YIL068C	OTHER
YIL069C	CYTOPLASM
YIL070C	OTHER
YIL071C	CYTOPLASM
YIL074C	CYTOPLASM
YIL075C	OTHER
YIL076W	OTHER
YIL077C	OTHER
YIL078W	CYTOPLASM
YIL079C	OTHER
YIL083C	CYTOPLASM
YIL084C	OTHER
YIL087C	OTHER
YIL088C	OTHER
YIL091C	OTHER
YIL092W	CYTOPLASM
YIL093C	OTHER
YIL094C	OTHER
YIL095W	OTHER
YIL096C	OTHER
YIL097W	CYTOPLASM
YIL098C	OTHER
YIL101C	OTHER
YIL103W	CYTOPLASM
YIL104C	OTHER
YIL105C	OTHER
YIL106W	CYTOPLASM
YIL107C	CYTOPLASM
YIL108W	CYTOPLASM
YIL110W	CYTOPLASM
YIL111W	OTHER
YIL112W	OTHER
YIL113W	OTHER
YIL115C	OTHER
YIL116W	CYTOPLASM
YIL119C	CYTOPLASM
YIL121W	OTHER
YIL122W	OTHER
YIL123W	OTHER
YIL124W	OTHER
YIL125W	OTHER
YIL126W	OTHER
YIL127C	OTHER
YIL128W	CYTOPLASM
YIL129C	OTHER
YIL131C	OTHER
YIL132C	CYTOPLASM
YIL133C	CYTOPLASM
YIL135C	CYTOPLASM
YIL137C	CYTOPLASM
YIL138C	CYTOPLASM
YIL140W	OTHER
YIL143C	CYTOPLASM
YIL144W	CYTOPLASM
YIL145C	OTHER
YIL147C	OTHER
YIL148W	OTHER
YIL149C	OTHER
YIL150C	OTHER
YIL151C	OTHER
YIL153W	CYTOPLASM
YIL154C	CYTOPLASM
YIL155C	OTHER
YIL156W	CYTOPLASM
YIL157C	OTHER
YIL159W	CYTOPLASM
YIL172C	CYTOPLASM
YIR001C	CYTOPLASM
YIR002C	CYTOPLASM
YIR003W	OTHER
YIR004W	OTHER
YIR005W	OTHER
YIR006C	OTHER
YIR007W	CYTOPLASM
YIR009W	OTHER
YIR010W	OTHER
YIR011C	OTHER
YIR012W	CYTOPLASM
YIR014W	OTHER
YIR015W	OTHER
YIR017C	CYTOPLASM
YIR018W	CYTOPLASM
YIR021W	OTHER
YIR022W	OTHER
YIR023W	OTHER
YIR024C	OTHER
YIR034C	CYTOPLASM
YIR035C	CYTOPLASM
YIR036C	CYTOPLASM
YIR037W	CYTOPLASM
YJL001W	OTHER
YJL002C	OTHER
YJL004C	OTHER
YJL005W	OTHER
YJL006C	OTHER
YJL010C	OTHER
YJL011C	OTHER
YJL012C_A	OTHER
YJL013C	OTHER
YJL016W	CYTOPLASM
YJL017W	CYTOPLASM
YJL018W	OTHER
YJL021C	OTHER
YJL024C	OTHER
YJL025W	OTHER
YJL029C	OTHER
YJL030W	CYTOPLASM
YJL033W	OTHER
YJL034W	CYTOPLASM
YJL035C	CYTOPLASM
YJL036W	CYTOPLASM
YJL039C	OTHER
YJL041W	OTHER
YJL042W	CYTOPLASM
YJL043W	OTHER
YJL044C	CYTOPLASM
YJL047C	CYTOPLASM
YJL048C	OTHER
YJL050W	OTHER
YJL052W	CYTOPLASM
YJL053W	OTHER
YJL054W	OTHER
YJL055W	CYTOPLASM
YJL056C	OTHER
YJL057C	CYTOPLASM
YJL058C	CYTOPLASM
YJL060W	CYTOPLASM
YJL061W	OTHER
YJL062W	OTHER
YJL062W_A	OTHER
YJL065C	OTHER
YJL066C	OTHER
YJL068C	CYTOPLASM
YJL069C	OTHER
YJL070C	CYTOPLASM
YJL071W	OTHER
YJL074C	OTHER
YJL076W	OTHER
YJL078C	OTHER
YJL079C	OTHER
YJL080C	CYTOPLASM
YJL081C	OTHER
YJL082W	CYTOPLASM
YJL084C	CYTOPLASM
YJL085W	OTHER
YJL087C	CYTOPLASM
YJL088W	CYTOPLASM
YJL090C	OTHER
YJL091C	OTHER
YJL092W	CYTOPLASM
YJL095W	CYTOPLASM
YJL097W	OTHER
YJL098W	CYTOPLASM
YJL099W	OTHER
YJL101C	CYTOPLASM
YJL102W	OTHER
YJL104W	OTHER
YJL109C	OTHER
YJL110C	CYTOPLASM
YJL112W	OTHER
YJL115W	OTHER
YJL117W	OTHER
YJL122W	OTHER
YJL124C	CYTOPLASM
YJL125C	OTHER
YJL127C	CYTOPLASM
YJL128C	CYTOPLASM
YJL130C	CYTOPLASM
YJL131C	OTHER
YJL133W	OTHER
YJL137C	CYTOPLASM
YJL138C	CYTOPLASM
YJL140W	OTHER
YJL144W	CYTOPLASM
YJL145W	CYTOPLASM
YJL146W	OTHER
YJL147C	CYTOPLASM
YJL148W	OTHER
YJL151C	CYTOPLASM
YJL153C	CYTOPLASM
YJL154C	OTHER
YJL155C	CYTOPLASM
YJL157C	CYTOPLASM
YJL161W	OTHER
YJL162C	OTHER
YJL164C	CYTOPLASM
YJL166W	OTHER
YJL168C	OTHER
YJL169W	CYTOPLASM
YJL171C	OTHER
YJL173C	OTHER
YJL176C	OTHER
YJL177W	CYTOPLASM
YJL180C	CYTOPLASM
YJL183W	OTHER
YJL186W	OTHER
YJL191W	OTHER
YJL192C	OTHER
YJL194W	OTHER
YJL196C	OTHER
YJL197W	OTHER
YJL198W	OTHER
YJL200C	OTHER
YJL201W	CYTOPLASM
YJL203W	OTHER
YJL207C	OTHER
YJL208C	OTHER
YJL210W	OTHER
YJL212C	OTHER
YJL217W	CYTOPLASM
YJL222W	OTHER
YJR003C	OTHER
YJR005W	OTHER
YJR006W	OTHER
YJR007W	CYTOPLASM
YJR008W	CYTOPLASM
YJR009C	CYTOPLASM
YJR010C_A	OTHER
YJR010W	CYTOPLASM
YJR011C	CYTOPLASM
YJR013W	OTHER
YJR014W	CYTOPLASM
YJR016C	OTHER
YJR017C	OTHER
YJR022W	OTHER
YJR024C	CYTOPLASM
YJR025C	CYTOPLASM
YJR031C	OTHER
YJR032W	OTHER
YJR035W	OTHER
YJR041C	OTHER
YJR042W	OTHER
YJR043C	CYTOPLASM
YJR044C	OTHER
YJR046W	OTHER
YJR048W	CYTOPLASM
YJR049C	OTHER
YJR051W	OTHER
YJR052W	OTHER
YJR053W	OTHER
YJR055W	CYTOPLASM
YJR057W	OTHER
YJR058C	OTHER
YJR059W	OTHER
YJR060W	OTHER
YJR062C	OTHER
YJR063W	CYTOPLASM
YJR067C	CYTOPLASM
YJR068W	OTHER
YJR069C	CYTOPLASM
YJR070C	CYTOPLASM
YJR072C	CYTOPLASM
YJR073C	OTHER
YJR074W	CYTOPLASM
YJR075W	OTHER
YJR077C	OTHER
YJR080C	OTHER
YJR082C	OTHER
YJR083C	OTHER
YJR084W	OTHER
YJR085C	OTHER
YJR086W	CYTOPLASM
YJR088C	OTHER
YJR091C	CYTOPLASM
YJR092W	OTHER
YJR094W_A	CYTOPLASM
YJR096W	CYTOPLASM
YJR097W	OTHER
YJR098C	CYTOPLASM
YJR101W	OTHER
YJR103W	CYTOPLASM
YJR104C	CYTOPLASM
YJR105W	CYTOPLASM
YJR109C	CYTOPLASM
YJR110W	CYTOPLASM
YJR112W	OTHER
YJR113C	OTHER
YJR117W	OTHER
YJR118C	OTHER
YJR119C	OTHER
YJR121W	OTHER
YJR122W	OTHER
YJR127C	OTHER
YJR129C	CYTOPLASM
YJR130C	OTHER
YJR131W	OTHER
YJR132W	OTHER
YJR133W	CYTOPLASM
YJR134C	OTHER
YJR136C	OTHER
YJR137C	OTHER
YJR138W	OTHER
YJR139C	CYTOPLASM
YJR140C	OTHER
YJR143C	OTHER
YJR145C	CYTOPLASM
YJR146W	CYTOPLASM
YJR147W	CYTOPLASM
YJR148W	CYTOPLASM
YJR149W	CYTOPLASM
YKL001C	CYTOPLASM
YKL002W	OTHER
YKL003C	OTHER
YKL004W	OTHER
YKL006W	CYTOPLASM
YKL007W	OTHER
YKL008C	OTHER
YKL010C	CYTOPLASM
YKL011C	OTHER
YKL012W	OTHER
YKL013C	OTHER
YKL014C	OTHER
YKL015W	OTHER
YKL016C	OTHER
YKL017C	CYTOPLASM
YKL018C_A	CYTOPLASM
YKL020C	CYTOPLASM
YKL021C	OTHER
YKL022C	OTHER
YKL023W	CYTOPLASM
YKL024C	CYTOPLASM
YKL025C	CYTOPLASM
YKL026C	CYTOPLASM
YKL027W	OTHER
YKL028W	OTHER
YKL029C	OTHER
YKL032C	OTHER
YKL033W	CYTOPLASM
YKL035W	CYTOPLASM
YKL038W	OTHER
YKL040C	OTHER
YKL041W	OTHER
YKL042W	OTHER
YKL043W	OTHER
YKL046C	OTHER
YKL047W	CYTOPLASM
YKL048C	CYTOPLASM
YKL049C	OTHER
YKL051W	OTHER
YKL052C	OTHER
YKL053C_A	CYTOPLASM
YKL054C	CYTOPLASM
YKL055C	OTHER
YKL056C	CYTOPLASM
YKL058W	CYTOPLASM
YKL059C	OTHER
YKL060C	CYTOPLASM
YKL061W	OTHER
YKL063C	CYTOPLASM
YKL065C	OTHER
YKL067W	CYTOPLASM
YKL068W	OTHER
YKL071W	CYTOPLASM
YKL073W	OTHER
YKL074C	OTHER
YKL075C	CYTOPLASM
YKL077W	OTHER
YKL078W	OTHER
YKL079W	OTHER
YKL080W	OTHER
YKL081W	CYTOPLASM
YKL084W	OTHER
YKL085W	OTHER
YKL086W	CYTOPLASM
YKL088W	CYTOPLASM
YKL089W	OTHER
YKL092C	OTHER
YKL095W	OTHER
YKL096W_A	OTHER
YKL101W	OTHER
YKL106W	OTHER
YKL110C	CYTOPLASM
YKL112W	OTHER
YKL113C	OTHER
YKL114C	OTHER
YKL116C	CYTOPLASM
YKL117W	CYTOPLASM
YKL119C	OTHER
YKL122C	OTHER
YKL125W	CYTOPLASM
YKL126W	CYTOPLASM
YKL127W	CYTOPLASM
YKL128C	CYTOPLASM
YKL129C	CYTOPLASM
YKL130C	CYTOPLASM
YKL135C	OTHER
YKL138C	OTHER
YKL139W	OTHER
YKL140W	OTHER
YKL142W	CYTOPLASM
YKL143W	CYTOPLASM
YKL145W	OTHER
YKL149C	OTHER
YKL152C	CYTOPLASM
YKL154W	OTHER
YKL155C	OTHER
YKL156W	CYTOPLASM
YKL157W	CYTOPLASM
YKL160W	OTHER
YKL164C	OTHER
YKL165C	OTHER
YKL166C	OTHER
YKL167C	OTHER
YKL169C	CYTOPLASM
YKL170W	OTHER
YKL173W	OTHER
YKL179C	OTHER
YKL180W	CYTOPLASM
YKL181W	CYTOPLASM
YKL182W	CYTOPLASM
YKL183W	OTHER
YKL185W	OTHER
YKL186C	OTHER
YKL187C	CYTOPLASM
YKL189W	CYTOPLASM
YKL191W	CYTOPLASM
YKL193C	CYTOPLASM
YKL194C	CYTOPLASM
YKL195W	OTHER
YKL197C	OTHER
YKL204W	CYTOPLASM
YKL205W	OTHER
YKL206C	CYTOPLASM
YKL208W	OTHER
YKL210W	CYTOPLASM
YKL211C	CYTOPLASM
YKL212W	OTHER
YKL213C	CYTOPLASM
YKL214C	CYTOPLASM
YKL215C	CYTOPLASM
YKR001C	OTHER
YKR002W	CYTOPLASM
YKR003W	OTHER
YKR006C	OTHER
YKR007W	OTHER
YKR008W	OTHER
YKR010C	OTHER
YKR011C	OTHER
YKR014C	CYTOPLASM
YKR016W	OTHER
YKR018C	CYTOPLASM
YKR020W	OTHER
YKR022C	OTHER
YKR023W	CYTOPLASM
YKR024C	OTHER
YKR025W	OTHER
YKR026C	CYTOPLASM
YKR027W	OTHER
YKR029C	OTHER
YKR031C	OTHER
YKR036C	OTHER
YKR037C	OTHER
YKR038C	OTHER
YKR039W	OTHER
YKR041W	OTHER
YKR042W	CYTOPLASM
YKR043C	CYTOPLASM
YKR044W	CYTOPLASM
YKR045C	CYTOPLASM
YKR049C	OTHER
YKR052C	OTHER
YKR054C	CYTOPLASM
YKR055W	CYTOPLASM
YKR057W	CYTOPLASM
YKR059W	CYTOPLASM
YKR060W	OTHER
YKR062W	OTHER
YKR063C	OTHER
YKR065C	OTHER
YKR066C	OTHER
YKR067W	OTHER
YKR070W	OTHER
YKR071C	CYTOPLASM
YKR072C	CYTOPLASM
YKR074W	CYTOPLASM
YKR075C	CYTOPLASM
YKR076W	CYTOPLASM
YKR077W	OTHER
YKR078W	CYTOPLASM
YKR080W	CYTOPLASM
YKR081C	OTHER
YKR082W	OTHER
YKR084C	CYTOPLASM
YKR085C	OTHER
YKR086W	CYTOPLASM
YKR088C	OTHER
YKR089C	OTHER
YKR090W	CYTOPLASM
YKR092C	OTHER
YKR093W	OTHER
YKR094C	CYTOPLASM
YKR095W	OTHER
YKR096W	CYTOPLASM
YKR099W	OTHER
YKR103W	OTHER
YLL001W	OTHER
YLL002W	OTHER
YLL003W	OTHER
YLL006W	OTHER
YLL007C	CYTOPLASM
YLL008W	OTHER
YLL010C	OTHER
YLL011W	OTHER
YLL012W	OTHER
YLL013C	CYTOPLASM
YLL015W	OTHER
YLL018C	CYTOPLASM
YLL018C_A	CYTOPLASM
YLL022C	OTHER
YLL023C	OTHER
YLL024C	CYTOPLASM
YLL026W	CYTOPLASM
YLL027W	OTHER
YLL028W	OTHER
YLL029W	CYTOPLASM
YLL031C	OTHER
YLL032C	CYTOPLASM
YLL034C	OTHER
YLL036C	OTHER
YLL039C	CYTOPLASM
YLL040C	OTHER
YLL041C	OTHER
YLL043W	OTHER
YLL045C	CYTOPLASM
YLL048C	OTHER
YLL054C	OTHER
YLL060C	CYTOPLASM
YLL061W	OTHER
YLR002C	OTHER
YLR005W	OTHER
YLR006C	CYTOPLASM
YLR011W	CYTOPLASM
YLR015W	OTHER
YLR017W	CYTOPLASM
YLR018C	OTHER
YLR020C	CYTOPLASM
YLR022C	CYTOPLASM
YLR023C	OTHER
YLR024C	CYTOPLASM
YLR025W	OTHER
YLR028C	CYTOPLASM
YLR032W	OTHER
YLR033W	OTHER
YLR034C	CYTOPLASM
YLR035C	CYTOPLASM
YLR035C_A	CYTOPLASM
YLR036C	CYTOPLASM
YLR038C	CYTOPLASM
YLR039C	OTHER
YLR042C	OTHER
YLR043C	OTHER
YLR044C	OTHER
YLR045C	OTHER
YLR048W	CYTOPLASM
YLR050C	OTHER
YLR051C	OTHER
YLR052W	OTHER
YLR055C	OTHER
YLR056W	OTHER
YLR058C	CYTOPLASM
YLR059C	OTHER
YLR060W	CYTOPLASM
YLR061W	CYTOPLASM
YLR063W	CYTOPLASM
YLR064W	OTHER
YLR065C	CYTOPLASM
YLR066W	OTHER
YLR067C	OTHER
YLR068W	OTHER
YLR069C	OTHER
YLR071C	OTHER
YLR072W	OTHER
YLR073C	OTHER
YLR074C	OTHER
YLR075W	CYTOPLASM
YLR079W	CYTOPLASM
YLR080W	OTHER
YLR082C	CYTOPLASM
YLR083C	OTHER
YLR084C	OTHER
YLR085C	CYTOPLASM
YLR086W	CYTOPLASM
YLR088W	OTHER
YLR090W	CYTOPLASM
YLR091W	OTHER
YLR094C	CYTOPLASM
YLR095C	CYTOPLASM
YLR096W	OTHER
YLR100W	OTHER
YLR102C	CYTOPLASM
YLR103C	CYTOPLASM
YLR105C	OTHER
YLR106C	CYTOPLASM
YLR107W	OTHER
YLR108C	OTHER
YLR109W	CYTOPLASM
YLR110C	OTHER
YLR113W	CYTOPLASM
YLR114C	CYTOPLASM
YLR115W	OTHER
YLR116W	OTHER
YLR117C	OTHER
YLR120C	OTHER
YLR126C	CYTOPLASM
